smiles,id,"logP
experimental
",train/test
[H]N([H])C1=C(SC2=NC(=C([H])C([H])=C12)C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H])C(=O)N([H])C1=C([H])C(F)=C(F)C([H])=C1[H],ZINC00661253,5.86,train
[H]OC(=NC1=C([H])C(F)=C(F)C([H])=C1[H])C1=C(N([H])[H])C2=C([H])C([H])=C(N=C2S1)C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H],ZINC00661253,5.86,train
COC1=CC=CC(=C1)C1=CC=C2C(N)=C(SC2=N1)C(=O)NC1=CC=C(F)C(F)=C1,ZINC00661253,5.86,train
COC1=CC=CC(=C1)C1=CC=C2C(N)=C(SC2=N1)C(O)=NC1=CC=C(F)C(F)=C1,ZINC00661253,5.86,train
[H]N(C(=O)[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H])C1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=C(S1)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],ZINC00669528,5.05,train
[H]OC(=NC1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=C([H])[H])C(S1)=C(O[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],ZINC00669528,5.05,train
[H]OC(=NC1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=C(S1)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],ZINC00669528,5.05,train
[H]OC(N([H])C1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=C([H])[H])C(S1)=C(O[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C1C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],ZINC00669528,5.05,train
[H]OC(N([H])C1=C(C(=O)OC([H])([H])C([H])([H])[H])C(=C(S1)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])=C1C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])[H],ZINC00669528,5.05,train
[H]OC(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])=C1SC(N([H])C(=O)[C@]2([H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])C3([H])[H])=C(C(=O)OC([H])([H])C([H])([H])[H])C1=C([H])[H],ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)SC(=C(O)N(CC)CC)C1=C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)SC(C(=O)N(CC)CC)=C1C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(=O)C2CC3CCC2C3)SC(=C(O)N(CC)CC)C1=C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(=O)C2CC3CCC2C3)SC(C(=O)N(CC)CC)=C1C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(O)=C2C[C@H]3CC[C@@H]2C3)SC(=C(O)N(CC)CC)C1=C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(O)=C2C[C@H]3CC[C@@H]2C3)SC(C(=O)N(CC)CC)=C1C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(O)=C2CC3CCC2C3)SC(=C(O)N(CC)CC)C1=C,ZINC00669528,5.05,train
CCOC(=O)C1=C(NC(O)=C2CC3CCC2C3)SC(C(=O)N(CC)CC)=C1C,ZINC00669528,5.05,train
CCOC(=O)C1=C(SC(=C(O)N(CC)CC)C1=C)N=C(O)[C@@H]1C[C@H]2CC[C@@H]1C2,ZINC00669528,5.05,train
CCOC(=O)C1=C(SC(=C(O)N(CC)CC)C1=C)N=C(O)C1CC2CCC1C2,ZINC00669528,5.05,train
CCOC(=O)C1=C(SC(C(=O)N(CC)CC)=C1C)N=C(O)[C@@H]1C[C@H]2CC[C@@H]1C2,ZINC00669528,5.05,train
CCOC(=O)C1=C(SC(C(=O)N(CC)CC)=C1C)N=C(O)C1CC2CCC1C2,ZINC00669528,5.05,train
[H]N(C(=O)C1=NN2C(N([H])[C@]([H])(C3=C([H])C([H])=C([H])S3)C([H])([H])[C@@]2([H])C(F)(F)F)=C1Br)C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H],ZINC00673873,5.54,train
[H]OC(=NC([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H])C1=NN2C(N([H])[C@]([H])(C3=C([H])C([H])=C([H])S3)C([H])([H])[C@@]2([H])C(F)(F)F)=C1Br,ZINC00673873,5.54,train
FC1=CC=C(CNC(=O)C2=NN3[C@@H](C[C@H](NC3=C2Br)C2=CC=CS2)C(F)(F)F)C=C1,ZINC00673873,5.54,train
FC1=CC=C(CNC(=O)C2=NN3C(CC(NC3=C2Br)C2=CC=CS2)C(F)(F)F)C=C1,ZINC00673873,5.54,train
OC(=NCC1=CC=C(F)C=C1)C1=NN2[C@@H](C[C@H](NC2=C1Br)C1=CC=CS1)C(F)(F)F,ZINC00673873,5.54,train
OC(=NCC1=CC=C(F)C=C1)C1=NN2C(CC(NC2=C1Br)C1=CC=CS1)C(F)(F)F,ZINC00673873,5.54,train
[H]N(C(=O)C1=NN2C(N([H])[C@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])[C@@]2([H])C(F)(F)F)=C1[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H],ZINC00673948,5.92,train
[H]OC(=NC1=C([H])C(Cl)=C([H])C([H])=C1[H])C1=NN2C(N([H])[C@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])C([H])([H])[C@@]2([H])C(F)(F)F)=C1[H],ZINC00673948,5.92,train
FC(F)(F)[C@@H]1C[C@H](NC2=CC(=NN12)C(=O)NC1=CC=CC(Cl)=C1)C1=CC=CC=C1,ZINC00673948,5.92,train
FC(F)(F)C1CC(NC2=CC(=NN12)C(=O)NC1=CC=CC(Cl)=C1)C1=CC=CC=C1,ZINC00673948,5.92,train
OC(=NC1=CC=CC(Cl)=C1)C1=NN2[C@@H](C[C@H](NC2=C1)C1=CC=CC=C1)C(F)(F)F,ZINC00673948,5.92,train
OC(=NC1=CC=CC(Cl)=C1)C1=NN2C(CC(NC2=C1)C1=CC=CC=C1)C(F)(F)F,ZINC00673948,5.92,train
[H]C([H])=C1N([H])C2=C([H])[C@@]([H])(C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C3[H])C([H])([H])C(=O)C2([H])[C@@]([H])(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])[H],ZINC00678637,3.79,train
[H]C([H])=C1N([H])C2=C(C(=O)C([H])([H])[C@]([H])(C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C3[H])C2([H])[H])[C@@]([H])(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])[H],ZINC00678637,3.79,train
[H]C([H])=C1N=C2C([H])([H])[C@@]([H])(C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C3[H])C([H])([H])C(=O)C2([H])[C@@]([H])(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C1([H])C(=O)OC([H])([H])C([H])([H])[H],ZINC00678637,3.79,train
[H]C1=C([H])C(OC([H])([H])[H])=C(C([H])=C1[H])[C@@]1([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=NC2=C([H])[C@@]([H])(C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C3[H])C([H])([H])C(=O)C12[H])C([H])([H])[H],ZINC00678637,3.79,train
[H]C1=C([H])C(OC([H])([H])[H])=C(C([H])=C1[H])[C@@]1([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(N=C2C([H])([H])[C@@]([H])(C3=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C3[H])C([H])([H])C(=O)C12[H])C([H])([H])[H],ZINC00678637,3.79,train
[H]C1=C([H])C(OC([H])([H])[H])=C(C([H])=C1[H])[C@]1([H])C2=C(N=C(C([H])([H])[H])C1([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C2=O,ZINC00678637,3.79,train
[H]N1C(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C2([H])C1=C([H])[C@@]([H])(C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C2=O)C([H])([H])[H],ZINC00678637,3.79,train
[H]N1C(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C2=C1C([H])([H])[C@@]([H])(C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C2=O)C([H])([H])[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@@]([H])(C([H])=C2N([H])C(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C12[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@@]([H])(C([H])=C2N([H])C(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C12[H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@@]([H])(C([H])=C2N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C12[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C2=C1[C@@]([H])(C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=C([H])[H])N2[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C2=C1[C@@]([H])(C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=N2)C([H])([H])[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C2=C1[C@@]([H])(C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(N2[H])C([H])([H])[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C2=NC(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C12[H],ZINC00678637,3.79,train
[H]OC1=C([H])[C@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C2=NC(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]([H])(C3=C(OC([H])([H])[H])C([H])=C([H])C([H])=C3[H])C12[H])C([H])([H])[H],ZINC00678637,3.79,train
[H]OC1=C2C(=NC(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]2([H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C1([H])[H],ZINC00678637,3.79,train
[H]OC1=C2C(=NC(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]2([H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])[H])C([H])([H])[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C1([H])[H],ZINC00678637,3.79,train
[H]OC1=C2C(N([H])C(=C([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]2([H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])=C([H])[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C1([H])[H],ZINC00678637,3.79,train
[H]OC1=C2C(N([H])C(=C(C(=O)OC([H])([H])C([H])([H])[H])[C@]2([H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])[H])=C([H])[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C1([H])[H],ZINC00678637,3.79,train
[H]OC1=C2C(N=C(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C@]2([H])C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])=C([H])[C@@]([H])(C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])C1([H])[H],ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(=O)C[C@@H](C=C2N=C1C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(=O)C[C@@H](C=C2NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(=O)C[C@@H](CC2=NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(O)=C[C@@H](C=C2N=C1C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(O)=C[C@@H](C=C2NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@@H](C2C(O)=C[C@@H](CC2=NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(C[C@H](C=C2O)C2=CC=C(OC)C(OC)=C2)N=C1C,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(C[C@H](C=C2O)C2=CC=C(OC)C(OC)=C2)NC1=C,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(C[C@H](CC2=O)C2=CC=C(OC)C(OC)=C2)N=C1C,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(C[C@H](CC2=O)C2=CC=C(OC)C(OC)=C2)NC1=C,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(O)C[C@@H](C=C2N=C1C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(O)C[C@@H](C=C2NC1=C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1[C@H](C2=CC=CC=C2OC)C2=C(O)C[C@@H](CC2=NC1=C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2C[C@H](C=C(O)C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2C[C@H](CC(=O)C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2C[C@H](CC(O)=C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2CC(C=C(O)C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2CC(CC(=O)C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)N=C2CC(CC(O)=C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=CC=C1OC)C(=O)C[C@@H](C2)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=CC=C1OC)C(O)=C[C@@H](C2)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C(C1C1=CC=CC=C1OC)C(=O)CC(C2)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C(C1C1=CC=CC=C1OC)C(O)=CC(C2)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C[C@H](C=C(O)C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C[C@H](CC(=O)C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=C[C@H](CC(O)=C2[C@H]1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=CC(C=C(O)C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=CC(CC(=O)C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1=C(C)NC2=CC(CC(O)=C2C1C1=CC=CC=C1OC)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(CC(C=C2O)C2=CC=C(OC)C(OC)=C2)N=C1C,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(CC(C=C2O)C2=CC=C(OC)C(OC)=C2)NC1=C,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(CC(CC2=O)C2=CC=C(OC)C(OC)=C2)N=C1C,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(CC(CC2=O)C2=CC=C(OC)C(OC)=C2)NC1=C,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(O)CC(C=C2N=C1C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(O)CC(C=C2NC1=C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1C(C2=CC=CC=C2OC)C2=C(O)CC(CC2=NC1=C)C1=CC=C(OC)C(OC)=C1,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(=O)CC(C=C2N=C1C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(=O)CC(C=C2NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(=O)CC(CC2=NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(O)=CC(C=C2N=C1C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(O)=CC(C=C2NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
CCOC(=O)C1C(C2C(O)=CC(CC2=NC1=C)C1=CC=C(OC)C(OC)=C1)C1=CC=CC=C1OC,ZINC00678637,3.79,train
[H]C1=C([H])C([H])=C2C(=C1[H])C(=NS2(=O)=O)N(C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C([H])([H])C([H])([H])OC(=O)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],ZINC00681990,5.58,train
CC1=CC=C(C=C1)N(CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCC1)C1=NS(=O)(=O)C2=C1C=CC=C2,ZINC00681990,5.58,train
Cc1ccc(cc1)N(CCOC(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1)C1=NS(=O)(=O)c2ccccc12,ZINC00681990,5.58,train
[H]C1=C([H])C2=C(C([H])=C1[H])C1=NN=C(SC([H])([H])[H])N=C1O[C@]([H])(N2C(=O)C([H])([H])C([H])([H])[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H],ZINC00684489,3.95,train
[H]OC(=C([H])C([H])([H])[H])N1C2=C(C([H])=C([H])C([H])=C2[H])C2=NN=C(SC([H])([H])[H])N=C2O[C@@]1([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H],ZINC00684489,3.95,train
CCOC1=CC=C(C=C1OC)[C@@H]1OC2=C(N=NC(SC)=N2)C2=CC=CC=C2N1C(=O)CC,ZINC00684489,3.95,train
CCOC1=CC=C(C=C1OC)[C@@H]1OC2=C(N=NC(SC)=N2)C2=CC=CC=C2N1C(O)=CC,ZINC00684489,3.95,train
CCOC1=CC=C(C=C1OC)C1OC2=C(N=NC(SC)=N2)C2=CC=CC=C2N1C(=O)CC,ZINC00684489,3.95,train
CCOC1=CC=C(C=C1OC)C1OC2=C(N=NC(SC)=N2)C2=CC=CC=C2N1C(O)=CC,ZINC00684489,3.95,train
[H]N([H])C1=NN=C(SC([H])([H])C(=O)N([H])C2=C(C([H])=C(Br)C([H])=C2[H])C([H])([H])[H])S1,ZINC00691906,2.69,train
[H]N=C1SC(SC([H])([H])C(=O)N([H])C2=C(C([H])=C(Br)C([H])=C2[H])C([H])([H])[H])=NN1[H],ZINC00691906,2.69,train
[H]OC(=NC1=C(C([H])=C(Br)C([H])=C1[H])C([H])([H])[H])C([H])([H])SC1=NN([H])C(=N[H])S1,ZINC00691906,2.69,train
[H]OC(=NC1=C(C([H])=C(Br)C([H])=C1[H])C([H])([H])[H])C([H])([H])SC1=NN=C(S1)N([H])[H],ZINC00691906,2.69,train
[H]OC(N([H])C1=C(C([H])=C(Br)C([H])=C1[H])C([H])([H])[H])=C([H])SC1=NN([H])C(=N[H])S1,ZINC00691906,2.69,train
[H]OC(N([H])C1=C(C([H])=C(Br)C([H])=C1[H])C([H])([H])[H])=C([H])SC1=NN=C(S1)N([H])[H],ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1N=C(O)CSC1=NN=C(N)S1,ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1N=C(O)CSC1=NNC(=N)S1,ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1NC(=O)CSC1=NN=C(N)S1,ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1NC(=O)CSC1=NNC(=N)S1,ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1NC(O)=CSC1=NN=C(N)S1,ZINC00691906,2.69,train
CC1=CC(Br)=CC=C1NC(O)=CSC1=NNC(=N)S1,ZINC00691906,2.69,train
[H]N(C(=O)C1=C([H])C(=C([H])C(=C1[H])N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C(=O)N([H])C1=C([H])C([H])=C([H])C(=C1[H])C(=O)OC([H])([H])[H])C1=C([H])C(=C([H])C([H])=C1[H])C(=O)OC([H])([H])[H],ZINC00692692,6.09,train
[H]OC(=NC1=C([H])C(=C([H])C([H])=C1[H])C(=O)OC([H])([H])[H])C1=C([H])C(=C([H])C(=C1[H])N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C(=O)N([H])C1=C([H])C([H])=C([H])C(=C1[H])C(=O)OC([H])([H])[H],ZINC00692692,6.09,train
[H]OC(=NC1=C([H])C(=C([H])C([H])=C1[H])C(=O)OC([H])([H])[H])C1=C([H])C(=C([H])C(=C1[H])N1C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C(O[H])=NC1=C([H])C([H])=C([H])C(=C1[H])C(=O)OC([H])([H])[H],ZINC00692692,6.09,train
COC(=O)C1=CC(=CC=C1)N=C(O)C1=CC(=CC(=C1)C(=O)NC1=CC(=CC=C1)C(=O)OC)N1C(=O)C2=CC=CC=C2C1=O,ZINC00692692,6.09,train
COC(=O)C1=CC(=CC=C1)N=C(O)C1=CC(=CC(=C1)C(O)=NC1=CC(=CC=C1)C(=O)OC)N1C(=O)C2=CC=CC=C2C1=O,ZINC00692692,6.09,train
COC(=O)C1=CC(NC(=O)C2=CC(=CC(=C2)C(=O)NC2=CC(=CC=C2)C(=O)OC)N2C(=O)C3=CC=CC=C3C2=O)=CC=C1,ZINC00692692,6.09,train
[H]N(C(=O)C1=C([H])C(OC(=O)C([H])([H])[H])=C(OC(=O)C([H])([H])[H])C(OC(=O)C([H])([H])[H])=C1[H])C1=C([H])C([H])=C(OC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H],ZINC00701894,2.89,train
[H]OC(=NC1=C([H])C([H])=C(OC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])C1=C([H])C(OC(=O)C([H])([H])[H])=C(OC(=O)C([H])([H])[H])C(OC(=O)C([H])([H])[H])=C1[H],ZINC00701894,2.89,train
CC(=O)OC1=CC(=CC(OC(C)=O)=C1OC(C)=O)C(=O)NC1=CC=C(OC2=CC=CC=C2)C=C1,ZINC00701894,2.89,train
CC(=O)OC1=CC(=CC(OC(C)=O)=C1OC(C)=O)C(O)=NC1=CC=C(OC2=CC=CC=C2)C=C1,ZINC00701894,2.89,train
[H]C1=C([H])C(OC([H])([H])[H])=C([H])C([H])=C1OC1=C(OC2=C(C([H])=C([H])C(OC(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])=C2[H])C1=O)C(F)(F)F,ZINC00703833,4.63,train
COC1=CC=C(OC2=C(OC3=CC(OC(=O)N4CCOCC4)=CC=C3C2=O)C(F)(F)F)C=C1,ZINC00703833,4.63,train
COc1ccc(Oc2c(oc3cc(OC(=O)N4CCOCC4)ccc3c2=O)C(F)(F)F)cc1,ZINC00703833,4.63,train
[H]N([H])C1=C(C#N)[C@@]([H])(C2=C([H])C(I)=C([H])C([H])=C2[H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(O1)C([H])([H])[H],ZINC00704427,4.48,train
